OrderHash,Block,Action,Price,Quantity,OrderType,Subaccount
0x2c720dc9,11,EVENT_NEW,49965.84,6,BUY_CANCEL,31
0x3209b01,11,EVENT_NEW,49953.3,1,BUY,32
0x2e021f05,11,EVENT_NEW,50047.13,7,BUY,33
0x3106e3ee,11,EVENT_NEW,49999.85,1,BUY,34
0x25f22677,11,EVENT_NEW,50021.32,5,SELL,36
0x17a98e2a,11,EVENT_NEW,50020.5,7,SELL_CANCEL,38
0x2055d33f,11,EVENT_NEW,50043.88,3,SELL,39
0x395e04c1,11,EVENT_NEW,50043.94,6,BUY,40
0x3aa0d633,11,EVENT_NEW,49976.35,1,SELL,42
0x1186a772,11,EVENT_NEW,49980.67,2,BUY,43
0x198f2179,11,EVENT_NEW,50016.54,4,SELL_CANCEL,44
0x1f11b730,11,EVENT_NEW,49997.08,9,SELL,47
0x33114f46,11,EVENT_NEW,50005.77,6,BUY,48
0xae20de7,11,EVENT_NEW,50011.9,9,BUY,49
0x7f1c2e8,11,EVENT_NEW,50026.54,4,SELL_CANCEL,50
0x163a3a20,11,EVENT_NEW,50041.02,6,BUY_CANCEL,52
0xa8141c6,11,EVENT_NEW,49991.14,1,BUY_CANCEL,53
0x9488ec0,11,EVENT_NEW,50030.98,6,SELL,57
0x1034713c,11,EVENT_NEW,50048.48,7,BUY,58
0x121ee45b,11,EVENT_NEW,50045.04,5,BUY,60
0x345eccb,11,EVENT_NEW,49991.98,10,SELL,62
0x1def693b,11,EVENT_NEW,49972.52,5,SELL_CANCEL,63
0xaec8b19,11,EVENT_NEW,50001.57,5,BUY,64
0x30e99081,11,EVENT_NEW,49952.88,3,BUY,66
0x31754031,11,EVENT_NEW,49965.51,9,SELL_CANCEL,67
0x1d64d14a,11,EVENT_NEW,50003.8,5,SELL_CANCEL,69
0x2a8cb8d7,11,EVENT_NEW,50006.2,8,BUY_CANCEL,70
0x168971a3,11,EVENT_NEW,49972.17,6,BUY,72
0x28dc1121,11,EVENT_NEW,50005.33,6,SELL,73
0x38413b8a,11,EVENT_NEW,50005.14,9,SELL,75
0x33fa542a,11,EVENT_NEW,50025.69,10,BUY,76
0xa9e0a04,11,EVENT_NEW,49964.91,5,BUY,77
0x46e6de1,11,EVENT_NEW,49979.58,1,BUY,78
0x37381856,11,EVENT_NEW,50014.36,2,BUY,79
0x9947b2d,11,EVENT_NEW,49950.48,8,SELL_CANCEL,80
0x28a07d49,11,EVENT_NEW,49999.21,4,BUY,81
0x32ed55a7,11,EVENT_NEW,49957.36,5,BUY,82
0x60ce077,11,EVENT_NEW,50009.65,2,BUY,83
0x1f8d20fc,11,EVENT_NEW,50011.15,9,BUY,84
0x36071cba,11,EVENT_NEW,50034.07,4,SELL_CANCEL,85
0x2cbbd6bb,11,EVENT_NEW,50043.4,2,BUY,87
0x2178f1d7,11,EVENT_NEW,49968.01,8,BUY,89
0x6be2ea1,11,EVENT_NEW,50040.8,4,BUY,90
0x33039772,11,EVENT_NEW,50031.42,7,SELL,91
0xd537349,11,EVENT_NEW,49955.7,7,BUY,93
0x1a9d7b2c,11,EVENT_NEW,49973.11,5,SELL,94
0x35965f9a,11,EVENT_NEW,49985.4,4,SELL,95
0x121067a8,11,EVENT_NEW,50028.1,5,SELL,96
0x92f12f4,11,EVENT_NEW,49984.42,8,SELL,97
0x1c8e0809,11,EVENT_NEW,49956.29,4,BUY,99
0xb8b25fb,12,EVENT_NEW,49985.48,2,BUY,0
0x34c3a10f,12,EVENT_NEW,49984.7,5,BUY,1
0x1e52b864,12,EVENT_NEW,50019.15,7,BUY,2
0xa55c369,12,EVENT_NEW,50025.71,1,BUY,3
0x1c15e5f6,12,EVENT_NEW,50042.92,4,SELL,5
0x309b5793,12,EVENT_NEW,50001.63,6,SELL_CANCEL,6
0x7dde11e,12,EVENT_NEW,50044.87,6,BUY,7
0x5b23238,12,EVENT_NEW,49994.73,8,BUY,9
0x2a74ff0b,12,EVENT_NEW,49988.28,4,SELL_CANCEL,10
0x2fdd21a1,12,EVENT_NEW,50017.95,7,SELL,12
0x3b566df6,12,EVENT_NEW,50030.44,7,SELL_CANCEL,13
0x10d735c5,12,EVENT_NEW,49982.5,2,SELL,14
0x2d75dd3f,12,EVENT_NEW,50040.64,6,SELL_CANCEL,16
0x35920148,12,EVENT_NEW,49961.87,10,BUY,19
0x33d50a85,12,EVENT_NEW,49987.69,1,SELL_CANCEL,20
0x1fc541c3,12,EVENT_NEW,50008.19,1,BUY,21
0x1f3bc15e,12,EVENT_NEW,49954.1,1,BUY,22
0x24482e3a,12,EVENT_NEW,50022.23,5,SELL,24
0x38109eb1,12,EVENT_NEW,49997.33,8,BUY,25
0x2dd9e570,12,EVENT_NEW,49957.59,1,SELL,26
0x27b4ce16,12,EVENT_NEW,49992.68,10,BUY,27
0x5b472f8,12,EVENT_NEW,49953.11,9,BUY,28
0xb992895,12,EVENT_NEW,49983.98,3,BUY,30
0x24cf4137,12,EVENT_NEW,49998.7,2,SELL_CANCEL,31
0x23143fde,12,EVENT_NEW,50029.48,6,BUY_CANCEL,33
0x720c631,12,EVENT_NEW,50022.39,9,SELL,36
0x22a346b,12,EVENT_NEW,50019.52,7,BUY,37
0x1a0d0b78,12,EVENT_NEW,49996.73,7,SELL_CANCEL,38
0x1fd69afe,12,EVENT_NEW,49959.53,9,BUY_CANCEL,39
0x3b4f3811,12,EVENT_NEW,50040.34,8,SELL,41
0x3171c2c7,12,EVENT_NEW,50005.87,3,BUY,42
0x27d71162,12,EVENT_NEW,50004.58,6,SELL_CANCEL,43
0x309c52e1,12,EVENT_NEW,49971.54,5,BUY,44
0xd4bfcb1,12,EVENT_NEW,49966.17,7,SELL,46
0x1e0c4a74,12,EVENT_NEW,50026.3,5,BUY,48
0x1ce8f64e,12,EVENT_NEW,50023.59,3,BUY,50
0x27977168,12,EVENT_NEW,50015.1,6,SELL,52
0x28509c1c,12,EVENT_NEW,50032.09,5,SELL_CANCEL,53
0xb27b048,12,EVENT_NEW,49992.64,1,SELL,55
0x32453a58,12,EVENT_NEW,49964.26,2,BUY,56
0xfaa23e,12,EVENT_NEW,50024.28,8,BUY,57
0x141f739d,12,EVENT_NEW,50039.63,5,SELL,59
0x26e5c20,12,EVENT_NEW,49994.12,3,BUY_CANCEL,60
0x292a239d,12,EVENT_NEW,49994.99,8,SELL,61
0x20bf3f82,12,EVENT_NEW,49994.5,5,SELL_CANCEL,62
0x2c157cc8,12,EVENT_NEW,49951.63,9,SELL,63
0x13b50c7e,12,EVENT_NEW,50017.77,9,SELL,64
0xfef8916,12,EVENT_NEW,49960.81,1,BUY,65
0x1efdd948,12,EVENT_NEW,49960.37,6,SELL_CANCEL,67
0x39ea9ca6,12,EVENT_NEW,50001.25,9,SELL,69
0x85648de,12,EVENT_NEW,50028.9,9,BUY,70
0x2312c9d0,12,EVENT_NEW,50025.85,7,SELL_CANCEL,71
0x17a1b723,12,EVENT_NEW,49998.79,2,BUY_CANCEL,74
0x2c7c258d,12,EVENT_NEW,49982.67,3,BUY_CANCEL,75
0x1b1064de,12,EVENT_NEW,50003.09,2,BUY,78
0x383e5638,12,EVENT_NEW,49983.76,6,SELL_CANCEL,80
0x2e70a80e,12,EVENT_NEW,50037.54,1,SELL_CANCEL,81
0x127e769a,12,EVENT_NEW,49995.82,2,SELL,82
0x212ac785,12,EVENT_NEW,50019.44,10,SELL,83
0x15293aae,12,EVENT_NEW,49975.53,9,BUY,84
0x35bb0e1d,12,EVENT_NEW,50014.87,8,SELL,85
0x1a9db7fb,12,EVENT_NEW,50045.46,6,BUY_CANCEL,86
0x22fdfb13,12,EVENT_NEW,49981.55,3,BUY_CANCEL,88
0x22e2bac4,12,EVENT_NEW,50040.18,2,BUY,89
0x5b79b2d,12,EVENT_NEW,50030.69,9,SELL_CANCEL,91
0x196af295,12,EVENT_NEW,50037.34,4,SELL,92
0x240adcc,12,EVENT_NEW,49963.86,3,SELL,93
0x211363a8,12,EVENT_NEW,50034.53,9,BUY,94
0xdb4efff,12,EVENT_NEW,49992.48,2,BUY_CANCEL,95
0xd93a47a,12,EVENT_NEW,49984.91,3,SELL,96
0x1739cbd1,12,EVENT_NEW,49958.41,2,BUY,98
0x5bd2bf1,12,EVENT_NEW,49952.18,1,SELL_CANCEL,99
0x37ae795c,13,EVENT_NEW,50011.23,2,BUY,0
0x3075893d,13,EVENT_NEW,50047.7,6,SELL,1
0x1f6092dd,13,EVENT_NEW,50048.75,10,SELL,2
0x24c81bb7,13,EVENT_NEW,49963.3,7,SELL,3
0x2e699de5,13,EVENT_NEW,50047.13,9,SELL,5
0x3929edf1,13,EVENT_NEW,49969.87,2,SELL_CANCEL,6
0x27ec3919,13,EVENT_NEW,49986.14,7,SELL,7
0x279d04a5,13,EVENT_NEW,49993.05,8,BUY,9
0x3651544c,13,EVENT_NEW,49993.04,7,SELL,10
0x54fc099,13,EVENT_NEW,49966.36,3,BUY,11
0x24ea6ad4,13,EVENT_NEW,49954.76,1,BUY_CANCEL,12
0x2c46500b,13,EVENT_NEW,50049.65,10,BUY,13
0x262bd121,13,EVENT_NEW,49959.71,4,SELL_CANCEL,14
0xca458e4,13,EVENT_NEW,50014.18,6,BUY,15
0x3ff64ab,13,EVENT_NEW,49968.33,3,SELL_CANCEL,16
0x2a02ca74,13,EVENT_NEW,49999.7,5,BUY,19
0x270912d5,13,EVENT_NEW,49979.25,3,SELL,20
0x2ac6d5dc,13,EVENT_NEW,50036.99,5,SELL,21
0x2a813022,13,EVENT_NEW,49982.72,10,BUY,24
0x27fb03f4,13,EVENT_NEW,49978.12,6,SELL_CANCEL,25
0x107c202a,13,EVENT_NEW,49982.92,1,BUY_CANCEL,26
0x3cd93e9,13,EVENT_NEW,49984.18,8,SELL_CANCEL,28
0x1bb21fb6,13,EVENT_NEW,49971.69,2,SELL,29
0x375e7b8c,13,EVENT_NEW,49990.79,10,SELL,31
0x27250dbf,13,EVENT_NEW,49972.64,9,SELL,32
0x5802f83,13,EVENT_NEW,49988.78,1,BUY_CANCEL,33
0x18a98979,13,EVENT_NEW,50021.0,8,BUY,36
0x2c8b9950,13,EVENT_NEW,49970.6,3,BUY,37
0x22c39f6,13,EVENT_NEW,50023.97,4,BUY,38
0x15659655,13,EVENT_NEW,49992.53,7,SELL,39
0x2e45bfca,13,EVENT_NEW,49986.92,6,SELL_CANCEL,40
0x1d859ae9,13,EVENT_NEW,49955.0,7,SELL,41
0x51e909,13,EVENT_NEW,50047.25,7,SELL_CANCEL,43
0x2a9140d0,13,EVENT_NEW,49962.62,7,BUY,44
0x110f8569,13,EVENT_NEW,49951.7,2,SELL,46
0x22133e3,13,EVENT_NEW,50014.65,5,SELL,47
0x26d7a214,13,EVENT_NEW,50043.43,2,SELL,49
0x144fa2a6,13,EVENT_NEW,49951.31,5,SELL,50
0x3a7eea50,13,EVENT_NEW,49956.39,2,BUY,51
0x11f07c82,13,EVENT_NEW,50022.17,1,SELL,52
0x1c9fdb6d,13,EVENT_NEW,50045.46,6,SELL,54
0x227db024,13,EVENT_NEW,49991.0,10,BUY,56
0x2033cc4b,13,EVENT_NEW,49963.55,7,SELL,58
0x1e87e4d5,13,EVENT_NEW,49953.07,10,BUY,59
0x31bc7cf3,13,EVENT_NEW,50014.08,4,SELL,60
0x227e5bd6,13,EVENT_NEW,50036.27,6,BUY,63
0x3764c134,13,EVENT_NEW,50021.41,1,SELL,64
0xe1d0c52,13,EVENT_NEW,50041.69,5,SELL,65
0x30fc190b,13,EVENT_NEW,50009.23,10,SELL,67
0x354b57fb,13,EVENT_NEW,50028.93,9,SELL,68
0x14e0c1be,13,EVENT_NEW,49996.56,10,BUY_CANCEL,69
0x11b30ca3,13,EVENT_NEW,49994.68,2,SELL,70
0x1f68b2b5,13,EVENT_NEW,50001.12,8,SELL,72
0x129868ff,13,EVENT_NEW,49961.17,2,BUY,73
0x2269ec54,13,EVENT_NEW,49965.69,10,BUY,74
0x1764506b,13,EVENT_NEW,50008.6,2,SELL_CANCEL,76
0x2ab84229,13,EVENT_NEW,50038.19,7,SELL,77
0xc622b84,13,EVENT_NEW,49977.11,9,SELL,78
0x25235680,13,EVENT_NEW,50031.6,5,BUY,80
0x1d83dc07,13,EVENT_NEW,50025.99,3,BUY,81
0x132adfee,13,EVENT_NEW,50004.32,5,BUY,82
0x8c695c2,13,EVENT_NEW,49955.39,4,BUY,84
0x2bc8069,13,EVENT_NEW,50015.97,3,BUY,86
0x1157739e,13,EVENT_NEW,50013.28,5,BUY,87
0x18fc7b73,13,EVENT_NEW,50049.12,1,SELL,89
0xf336733,13,EVENT_NEW,49972.31,1,SELL,90
0x2b3bf6be,13,EVENT_NEW,50015.96,7,SELL,91
0x3b8519c9,13,EVENT_NEW,50029.2,5,BUY,93
0xec57baa,13,EVENT_NEW,49999.2,8,BUY,94
0x1ead4a9e,13,EVENT_NEW,49969.42,2,BUY_CANCEL,95
0xfe79deb,13,EVENT_NEW,49970.85,7,BUY,96
0x4b88b0f,13,EVENT_NEW,49955.48,6,BUY,97
0x31054213,13,EVENT_NEW,50046.25,2,SELL,99
0x32050479,14,EVENT_NEW,49981.23,6,BUY,0
0x11aa6cf,14,EVENT_NEW,49997.07,5,BUY,1
0x19290e02,14,EVENT_NEW,49982.45,1,SELL,3
0x1ee4059e,14,EVENT_NEW,50023.48,10,SELL_CANCEL,4
0xf4a6e27,14,EVENT_NEW,49953.82,4,BUY,5
0x38b8ba04,14,EVENT_NEW,49984.83,3,SELL_CANCEL,6
0x3533109b,14,EVENT_NEW,49975.2,1,SELL,7
0x1947bc24,14,EVENT_NEW,49957.43,5,SELL,8
0xfbb4e6f,14,EVENT_NEW,50041.14,5,SELL_CANCEL,9
0x174b65ce,14,EVENT_NEW,50037.95,3,SELL,10
0x1f135caa,14,EVENT_NEW,50038.17,3,SELL,12
0x279a8637,14,EVENT_NEW,50038.15,6,BUY,13
0x1f269ca,14,EVENT_NEW,50038.9,5,SELL,14
0x5b541a5,14,EVENT_NEW,50027.79,3,SELL,15
0x9e21128,14,EVENT_NEW,49970.55,9,SELL_CANCEL,16
0xe9da0af,14,EVENT_NEW,50002.92,9,SELL,17
0x3439aed2,14,EVENT_NEW,49984.47,8,SELL_CANCEL,18
0x2130ae71,14,EVENT_NEW,49999.15,5,SELL,20
0x314befb,14,EVENT_NEW,50044.51,5,BUY,21
0x3657ad74,14,EVENT_NEW,50027.72,4,SELL,22
0xc0ed1d6,14,EVENT_NEW,50042.53,6,SELL,23
0xf90727,14,EVENT_NEW,49966.81,8,BUY,24
0x8abcaed,14,EVENT_NEW,50025.56,2,SELL,25
0x2ad081af,14,EVENT_NEW,49951.42,10,SELL,26
0x396b7058,14,EVENT_NEW,49966.5,8,SELL,27
0x21fb8ad6,14,EVENT_NEW,49987.89,4,BUY,28
0x3294baf3,14,EVENT_NEW,49976.75,4,SELL,29
0x18ff09ff,14,EVENT_NEW,49957.01,2,SELL,30
0x3430608f,14,EVENT_NEW,49979.53,8,SELL,32
0x231cdd2d,14,EVENT_NEW,50008.02,1,SELL,34
0xc47ee86,14,EVENT_NEW,50037.16,1,SELL,36
0x110ede5c,14,EVENT_NEW,50017.73,2,SELL,37
0x134c8532,14,EVENT_NEW,50004.11,8,BUY_CANCEL,38
0xe5ec13d,14,EVENT_NEW,49957.58,2,SELL_CANCEL,39
0x20699a38,14,EVENT_NEW,50026.33,6,SELL,41
0x26998261,14,EVENT_NEW,50012.0,3,BUY,43
0x1dceadbc,14,EVENT_NEW,49979.33,8,BUY,44
0x28eba0e5,14,EVENT_NEW,50006.93,1,BUY_CANCEL,45
0x14748670,14,EVENT_NEW,49953.35,1,BUY,47
0xd226f4b,14,EVENT_NEW,50017.43,1,SELL_CANCEL,49
0x126f6ae0,14,EVENT_NEW,50002.61,4,SELL_CANCEL,50
0x2ab7d074,14,EVENT_NEW,49998.36,3,BUY,52
0x218d4d05,14,EVENT_NEW,49967.61,10,BUY,54
0x5331545,14,EVENT_NEW,49978.86,8,SELL,55
0x2c674bfa,14,EVENT_NEW,50046.97,10,SELL,56
0x28e995d4,14,EVENT_NEW,49961.31,3,BUY,57
0x3a71aa19,14,EVENT_NEW,50045.83,8,SELL,58
0x2a5d7afe,14,EVENT_NEW,49965.24,3,BUY,59
0x30d8aeb0,14,EVENT_NEW,50039.43,1,SELL,60
0x811e395,14,EVENT_NEW,50049.19,1,SELL_CANCEL,63
0x2d008e93,14,EVENT_NEW,49990.89,8,BUY,64
0x19cebc53,14,EVENT_NEW,49998.74,6,SELL,65
0x44cf1f2,14,EVENT_NEW,49985.93,4,SELL,67
0x37ef4866,14,EVENT_NEW,49979.73,4,SELL,68
0x2b075659,14,EVENT_NEW,49991.24,1,BUY,69
0x16d5078,14,EVENT_NEW,50043.89,10,BUY,70
0xbfc335,14,EVENT_NEW,49961.88,1,BUY,72
0x2c77c5fe,14,EVENT_NEW,50038.04,4,SELL,73
0x2d1161b7,14,EVENT_NEW,49984.72,10,SELL,74
0x3b6705cf,14,EVENT_NEW,50035.84,2,SELL,75
0x34fdb15e,14,EVENT_NEW,49991.0,10,SELL,76
0x3aa45419,14,EVENT_NEW,50008.89,6,SELL,77
0x1c84bf9d,14,EVENT_NEW,49974.82,1,SELL,78
0x2b6216c8,14,EVENT_NEW,50013.67,2,SELL,79
0xa3246f5,14,EVENT_NEW,50010.68,3,SELL,82
0xe9d3b36,14,EVENT_NEW,49986.63,2,BUY,83
0x24552965,14,EVENT_NEW,50005.89,6,BUY,84
0x280aac50,14,EVENT_NEW,50025.43,7,BUY,86
0x340b4bdf,14,EVENT_NEW,49978.23,10,SELL,88
0x2e02cdb4,14,EVENT_NEW,49954.77,8,SELL,89
0x1b69f8b2,14,EVENT_NEW,50032.4,7,SELL,90
0x15a9248c,14,EVENT_NEW,49997.27,5,BUY_CANCEL,92
0x2885ad5f,14,EVENT_NEW,50015.89,10,SELL,93
0xde47d53,14,EVENT_NEW,49998.34,4,BUY,94
0x2ba08825,14,EVENT_NEW,49971.74,9,BUY,96
0x378d3913,14,EVENT_NEW,49996.45,3,SELL,97
0x184e1192,14,EVENT_NEW,50045.76,8,SELL_CANCEL,98
0x2e5568a4,14,EVENT_NEW,49968.43,5,SELL_CANCEL,99
0x6ba443c,15,EVENT_NEW,49975.64,1,BUY,0
0x7d6c600,15,EVENT_NEW,50029.02,6,BUY,1
0x10cb07cd,15,EVENT_NEW,50014.89,5,SELL,4
0x27e6f561,15,EVENT_NEW,49950.43,3,SELL_CANCEL,6
0x185c1143,15,EVENT_NEW,50043.42,3,SELL,7
0x240c4d82,15,EVENT_NEW,49958.78,1,BUY,8
0xb1595e4,15,EVENT_NEW,49975.48,6,BUY,9
0x2cf7776e,15,EVENT_NEW,50035.11,5,SELL,10
0x5333b67,15,EVENT_NEW,49949.95,5,BUY,11
0x2a1b69df,15,EVENT_NEW,50029.78,8,SELL,13
0x3c719a4,15,EVENT_NEW,49986.59,10,SELL,14
0x3fe0edd,15,EVENT_NEW,50000.97,5,SELL,16
0x7b339b2,15,EVENT_NEW,49958.13,1,BUY,19
0x1a4d0066,15,EVENT_NEW,50031.55,7,BUY,20
0x212a165d,15,EVENT_NEW,50041.0,8,SELL,21
0x3091db3b,15,EVENT_NEW,50020.66,8,SELL,22
0x390d364b,15,EVENT_NEW,49997.7,6,BUY,24
0x33def942,15,EVENT_NEW,49961.41,6,SELL,25
0x80c7d8,15,EVENT_NEW,49987.49,5,SELL,28
0x11de34a3,15,EVENT_NEW,50017.69,9,SELL,29
0x2934747f,15,EVENT_NEW,50035.2,4,SELL,30
0x283ea6a4,15,EVENT_NEW,50042.94,7,BUY_CANCEL,31
0x39571b27,15,EVENT_NEW,50020.65,3,SELL,33
0x30a07912,15,EVENT_NEW,50018.48,4,SELL,37
0x1b591a75,15,EVENT_NEW,49960.45,4,SELL,38
0xf08fb88,15,EVENT_NEW,50017.92,2,BUY,40
0x20b6e23,15,EVENT_NEW,50046.55,7,BUY,41
0x11d2d1ba,15,EVENT_NEW,49953.47,2,BUY,43
0x617e3fd,15,EVENT_NEW,50017.22,1,SELL,44
0x317a7bba,15,EVENT_NEW,50043.79,9,BUY,46
0xbaa4aac,15,EVENT_NEW,49993.03,10,BUY,47
0x1e9abca7,15,EVENT_NEW,49970.81,5,SELL,48
0x11ba05b3,15,EVENT_NEW,49976.59,4,BUY,49
0x1652c6d1,15,EVENT_NEW,50003.82,9,SELL,51
0x2f48f95c,15,EVENT_NEW,50006.12,6,SELL,52
0xfec6a66,15,EVENT_NEW,50014.62,3,BUY,53
0xa03c28a,15,EVENT_NEW,49984.82,6,SELL,54
0x274c3e9d,15,EVENT_NEW,50033.15,4,BUY,55
0x2e908a82,15,EVENT_NEW,49983.73,7,SELL,56
0x1305412,15,EVENT_NEW,50004.92,10,SELL,57
0x3b9072d6,15,EVENT_NEW,50033.89,2,SELL_CANCEL,58
0xbca528,15,EVENT_NEW,49965.1,7,SELL,59
0x2ba15748,15,EVENT_NEW,50015.32,7,SELL,60
0x34d5a3ee,15,EVENT_NEW,49992.89,6,SELL,61
0xe054465,15,EVENT_NEW,50036.33,5,BUY,62
0x3122dde7,15,EVENT_NEW,49994.3,7,BUY,63
0x1ee1627f,15,EVENT_NEW,50009.25,10,SELL,64
0x15b57b84,15,EVENT_NEW,49949.9,3,BUY,67
0x8a7d04e,15,EVENT_NEW,49953.98,5,BUY,68
0x3733e4d5,15,EVENT_NEW,50010.72,10,BUY,69
0x242f78cb,15,EVENT_NEW,50008.12,6,SELL,70
0x1073b142,15,EVENT_NEW,50008.05,6,BUY,72
0xf0026ef,15,EVENT_NEW,50044.32,2,SELL,73
0x21dd2544,15,EVENT_NEW,50000.42,9,SELL,74
0x3b918712,15,EVENT_NEW,50013.93,8,BUY,75
0x17580d3c,15,EVENT_NEW,49984.02,4,BUY_CANCEL,76
0x2e9c378,15,EVENT_NEW,49981.72,7,BUY,77
0x2c8094aa,15,EVENT_NEW,50028.09,7,BUY,78
0x2ac9f05f,15,EVENT_NEW,50031.12,10,BUY,80
0x1f3d647e,15,EVENT_NEW,49951.06,3,BUY,81
0x1a276d59,15,EVENT_NEW,49962.95,7,SELL,82
0x3138a89c,15,EVENT_NEW,50010.18,10,SELL_CANCEL,83
0x184905ab,15,EVENT_NEW,50045.71,9,BUY_CANCEL,84
0x22f76ccd,15,EVENT_NEW,50017.78,4,SELL,87
0x2cb0b555,15,EVENT_NEW,50006.72,2,SELL_CANCEL,89
0x18bb2c40,15,EVENT_NEW,50026.61,6,SELL_CANCEL,90
0x100bac1d,15,EVENT_NEW,49994.48,3,BUY,91
0x2061ce48,15,EVENT_NEW,50009.98,9,BUY,93
0x9e09945,15,EVENT_NEW,50017.63,6,SELL,94
0x1240ff2a,15,EVENT_NEW,49966.66,6,SELL,96
0x98ce9bc,15,EVENT_NEW,50027.12,6,BUY,98
0x1f45ee,15,EVENT_NEW,50043.24,6,BUY,99
0x25492df5,16,EVENT_NEW,49986.16,4,BUY,0
0x25f0bd47,16,EVENT_NEW,49971.99,2,BUY,2
0x6e04c47,16,EVENT_NEW,49994.54,9,BUY,3
0x901f876,16,EVENT_NEW,49956.69,7,SELL,4
0x384c2a1d,16,EVENT_NEW,50047.77,1,BUY,5
0x11a7dcd4,16,EVENT_NEW,49957.99,5,SELL_CANCEL,6
0x1e1b7bb0,16,EVENT_NEW,50036.62,7,SELL,7
0x2762b772,16,EVENT_NEW,49989.67,2,SELL,8
0x143e5373,16,EVENT_NEW,50002.95,3,BUY,9
0x2a6e7c61,16,EVENT_NEW,49950.01,5,SELL_CANCEL,11
0x302161a0,16,EVENT_NEW,49981.82,8,SELL,12
0x29e34a31,16,EVENT_NEW,50047.82,7,SELL,13
0x36a5564f,16,EVENT_NEW,50028.31,4,SELL,14
0x1fcfc06b,16,EVENT_NEW,50047.0,5,SELL,15
0xfaec09a,16,EVENT_NEW,49972.81,2,BUY_CANCEL,16
0x32d899e5,16,EVENT_NEW,49956.71,5,BUY,19
0x2c16edea,16,EVENT_NEW,49972.15,7,BUY_CANCEL,20
0x1ccd43c5,16,EVENT_NEW,50027.69,1,SELL,21
0x304ba423,16,EVENT_NEW,49956.98,4,BUY,22
0x2f2abd3b,16,EVENT_NEW,49962.15,3,SELL,23
0x9935ca0,16,EVENT_NEW,49951.93,8,SELL,25
0x1d97a465,16,EVENT_NEW,50042.85,1,SELL,26
0x2c26210,16,EVENT_NEW,50004.85,4,BUY,27
0x17aa7194,16,EVENT_NEW,49982.83,4,BUY,29
0x12fec275,16,EVENT_NEW,49990.81,5,BUY,30
0x1ed2e50b,16,EVENT_NEW,49983.46,1,BUY_CANCEL,31
0x1f3d1a34,16,EVENT_NEW,50040.05,3,SELL,32
0x1abfd98b,16,EVENT_NEW,50018.34,8,SELL,33
0x12e15740,16,EVENT_NEW,49986.84,10,SELL,35
0x2ddf25f1,16,EVENT_NEW,49960.6,1,SELL,36
0x94116fe,16,EVENT_NEW,49958.88,6,SELL,37
0xf850202,16,EVENT_NEW,49970.52,2,SELL,38
0x2e78b07a,16,EVENT_NEW,50011.97,4,SELL,40
0x8684285,16,EVENT_NEW,49996.63,8,BUY_CANCEL,41
0x2e831d97,16,EVENT_NEW,50031.76,1,BUY,42
0x10666bfb,16,EVENT_NEW,50014.27,9,SELL,43
0x399e2477,16,EVENT_NEW,50004.3,8,SELL,44
0x382f3434,16,EVENT_NEW,49971.15,5,SELL,46
0x19e247f4,16,EVENT_NEW,49976.19,6,SELL,47
0x3d0e128,16,EVENT_NEW,49999.28,10,SELL,50
0x34df794f,16,EVENT_NEW,50019.13,9,BUY,51
0x18fa03c6,16,EVENT_NEW,49961.44,3,SELL,54
0x288362dd,16,EVENT_NEW,50024.9,10,BUY,55
0x1d1f7cb5,16,EVENT_NEW,49954.8,10,SELL,56
0x2c64bcda,16,EVENT_NEW,50012.42,6,BUY,58
0x2efa0e07,16,EVENT_NEW,50043.01,10,SELL,59
0x2a01cd2e,16,EVENT_NEW,49977.13,9,SELL_CANCEL,60
0x17fe20ba,16,EVENT_NEW,50037.78,3,SELL,61
0x82c5074,16,EVENT_NEW,49958.38,8,BUY,63
0x39434d7c,16,EVENT_NEW,50022.09,1,SELL,64
0x213be651,16,EVENT_NEW,49998.47,8,SELL_CANCEL,67
0x34ee56cb,16,EVENT_NEW,49974.79,4,SELL,69
0xb662456,16,EVENT_NEW,50043.74,6,SELL,70
0x294250a0,16,EVENT_NEW,50010.24,6,BUY,71
0x302a18c0,16,EVENT_NEW,50038.94,9,SELL,72
0x11d5e7e2,16,EVENT_NEW,49950.64,5,SELL,73
0x3815b3ec,16,EVENT_NEW,49954.15,3,BUY,74
0x15a1a18b,16,EVENT_NEW,50001.28,2,BUY,75
0x12c96fc1,16,EVENT_NEW,50026.44,2,BUY_CANCEL,76
0x384459a5,16,EVENT_NEW,49953.82,4,BUY,77
0x31787f16,16,EVENT_NEW,49983.86,5,SELL,80
0x3496865f,16,EVENT_NEW,50020.75,1,BUY,81
0x2bca1884,16,EVENT_NEW,50009.75,2,SELL,82
0x21bcde77,16,EVENT_NEW,49997.67,3,SELL,83
0xad253dc,16,EVENT_NEW,49964.89,2,BUY,84
0x1856dd3d,16,EVENT_NEW,50030.3,4,BUY,86
0xff22e8b,16,EVENT_NEW,50044.17,2,SELL,87
0x23e5bfef,16,EVENT_NEW,50002.39,2,SELL,90
0x24588eb3,16,EVENT_NEW,50026.06,7,BUY,91
0x9bda16b,16,EVENT_NEW,49970.58,5,BUY,92
0x2b1a3e9c,16,EVENT_NEW,49984.82,1,SELL,93
0x2a4c7369,16,EVENT_NEW,49979.21,6,BUY,94
0x2efd4b59,16,EVENT_NEW,49991.51,4,SELL,97
0x13b91f38,16,EVENT_NEW,49966.59,8,BUY,99
